Date Added,Time Added,ID,Ref Number,Category,Job Title,Workplace Type,Commitment,Location,Primary Location,Apply Link,Job Description,Additional Job Description,Salary
2024-03-26,11:53:49,13e68f78-99f9-41d8-a67d-dfed499b9ea4,,Data Collection,Gig Guru Wanted: Dive into Flexible Pay-by-Task Opportunities in Kenya,Remote —,Independent Contractor - Project Based,Kenya,,https://jobs.lever.co/appen/13e68f78-99f9-41d8-a67d-dfed499b9ea4,"About Appen
Appen, a global AI leader, stands at the forefront with a network of over a million skilled contractors spanning 130 countries. We leverage cutting-edge AI-driven data annotation techniques to enhance AI systems for major tech companies and various industries. Our core values include a commitment to ethical AI and fostering a diverse and inclusive environment.
Are you ready to turn your time into a steady stream of earnings? Appen is on the lookout for individuals like you to take on a variety of tasks, including annotations, classifications, categorizations, sentiment analysis, and more.
Why Join Appen?
The more you work, the more you earn! We have a high volume of tasks available, ensuring a continuous flow of opportunities for you.
What You Need to Get Started:
- A commitment of 3 to 5 years of residence in Kenya
- A Windows Live ID (Outlook, Hotmail, etc.)
How It Works:
Whatcom is a gig-based project running through Appen operating on a transparent pay-per-task system. Each task comes with a predefined rate, allowing you to plan for maximum earnings. The more tasks you complete, the higher your potential earnings climb.
Seize the Opportunity!
Don't miss out on this chance to unlock significant earnings. Join Project Whatcom and Appen today and start earning big!",,$0.01 - $0.01 one-time*Important - Payrates will be available once onboarded into tasks and available work ...
2024-03-26,11:53:49,19e66d09-e88a-420b-b603-2e363bd1d4f8,,Data Collection,Gig Guru Wanted: Dive into Flexible Pay-by-Task Opportunities in Mexico,Remote —,Independent Contractor - Project Based,Mexico,,https://jobs.lever.co/appen/19e66d09-e88a-420b-b603-2e363bd1d4f8,"About Appen
Appen, a global AI leader, stands at the forefront with a network of over a million skilled contractors spanning 130 countries. We leverage cutting-edge AI-driven data annotation techniques to enhance AI systems for major tech companies and various industries. Our core values include a commitment to ethical AI and fostering a diverse and inclusive environment.
Are you ready to turn your time into a steady stream of earnings? Appen is on the lookout for individuals like you to take on a variety of tasks, including annotations, classifications, categorizations, sentiment analysis, and more.
Why Join Appen?
The more you work, the more you earn! We have a high volume of tasks available, ensuring a continuous flow of opportunities for you.
What You Need to Get Started:
- A commitment of 3 to 5 years of residence in Mexico
- A Windows Live ID (Outlook, Hotmail, etc.)
How It Works:
Whatcom is a gig-based project running through Appen operating on a transparent pay-per-task system. Each task comes with a predefined rate, allowing you to plan for maximum earnings. The more tasks you complete, the higher your potential earnings climb.
Seize the Opportunity!
Don't miss out on this chance to unlock significant earnings. Join Project Whatcom and Appen today and start earning big!",,$0.01 - $0.01 one-time*Important - Payrates will be available once onboarded into tasks and available work ...
2024-03-26,11:53:49,8cc4232c-fdb4-416b-8b07-83dd31b5f21b,,Data Collection,Gig Guru Wanted: Dive into Flexible Pay-by-Task Opportunities in Portugal,Remote —,Independent Contractor - Project Based,Portugal,,https://jobs.lever.co/appen/8cc4232c-fdb4-416b-8b07-83dd31b5f21b,"About Appen
Appen, a global AI leader, stands at the forefront with a network of over a million skilled contractors spanning 130 countries. We leverage cutting-edge AI-driven data annotation techniques to enhance AI systems for major tech companies and various industries. Our core values include a commitment to ethical AI and fostering a diverse and inclusive environment.
Are you ready to turn your time into a steady stream of earnings? Appen is on the lookout for individuals like you to take on a variety of tasks, including annotations, classifications, categorizations, sentiment analysis, and more.
Why Join Appen?
The more you work, the more you earn! We have a high volume of tasks available, ensuring a continuous flow of opportunities for you.
What You Need to Get Started:
- A commitment of 3 to 5 years of residence in Austria
- Proficiency in the Portuguese language and English
- A Windows Live ID (Outlook, Hotmail, etc.)
How It Works:
Whatcom is a gig-based project running through Appen operating on a transparent pay-per-task system. Each task comes with a predefined rate, allowing you to plan for maximum earnings. The more tasks you complete, the higher your potential earnings climb.
Seize the Opportunity!
Don't miss out on this chance to unlock significant earnings. Join Project Whatcom and Appen today and start earning big!",,$0.01 - $0.01 one-time
2024-03-26,11:53:49,bd9a8534-ae1a-47f9-851c-ca53897d0c1c,,Data Collection,Gig Guru Wanted: Dive into Flexible Pay-by-Task Opportunities in Turkey,Remote —,Independent Contractor - Project Based,Turkey,,https://jobs.lever.co/appen/bd9a8534-ae1a-47f9-851c-ca53897d0c1c,"About Appen
Appen, a global AI leader, stands at the forefront with a network of over a million skilled contractors spanning 130 countries. We leverage cutting-edge AI-driven data annotation techniques to enhance AI systems for major tech companies and various industries. Our core values include a commitment to ethical AI and fostering a diverse and inclusive environment.
Are you ready to turn your time into a steady stream of earnings? Appen is on the lookout for individuals like you to take on a variety of tasks, including annotations, classifications, categorizations, sentiment analysis, and more.
Why Join Appen?
The more you work, the more you earn! We have a high volume of tasks available, ensuring a continuous flow of opportunities for you.
What You Need to Get Started:
- A commitment of 3 to 5 years of residence in Turkey
- A Windows Live ID (Outlook, Hotmail, etc.)
How It Works:
Whatcom is a gig-based project running through Appen operating on a transparent pay-per-task system. Each task comes with a predefined rate, allowing you to plan for maximum earnings. The more tasks you complete, the higher your potential earnings climb.
Seize the Opportunity!
Don't miss out on this chance to unlock significant earnings. Join Project Whatcom and Appen today and start earning big!",,$0.01 - $0.01 one-time*Important - Payrates will be available once onboarded into tasks and available work ...
2024-03-26,11:53:49,9cb16f7e-450e-4a05-a477-dc37663fb6f0,,Data Collection,Gig Guru Wanted: Dive into Flexible Pay-by-Task Opportunities in Uganda,Remote —,Independent Contractor - Project Based,Uganda,,https://jobs.lever.co/appen/9cb16f7e-450e-4a05-a477-dc37663fb6f0,"About Appen
Appen, a global AI leader, stands at the forefront with a network of over a million skilled contractors spanning 130 countries. We leverage cutting-edge AI-driven data annotation techniques to enhance AI systems for major tech companies and various industries. Our core values include a commitment to ethical AI and fostering a diverse and inclusive environment.
Are you ready to turn your time into a steady stream of earnings? Appen is on the lookout for individuals like you to take on a variety of tasks, including annotations, classifications, categorizations, sentiment analysis, and more.
Why Join Appen?
The more you work, the more you earn! We have a high volume of tasks available, ensuring a continuous flow of opportunities for you.
What You Need to Get Started:
- A commitment of 3 to 5 years of residence in Uganda
- A Windows Live ID (Outlook, Hotmail, etc.)
How It Works:
Whatcom is a gig-based project running through Appen operating on a transparent pay-per-task system. Each task comes with a predefined rate, allowing you to plan for maximum earnings. The more tasks you complete, the higher your potential earnings climb.
Seize the Opportunity!
Don't miss out on this chance to unlock significant earnings. Join Project Whatcom and Appen today and start earning big!",,$0.01 - $0.01 one-time
2024-03-26,11:53:49,52d6cf32-e224-402a-ad9c-b264dbfbe69a,,Data Collection,On-site gig work opportunity in Birmingham (car activity),On-site —,Independent Contractor - Project Based,United Kingdom,,https://jobs.lever.co/appen/52d6cf32-e224-402a-ad9c-b264dbfbe69a,"About Appen
Appen, a global AI leader, stands at the forefront with a network of over a million skilled contractors spanning 130 countries. We leverage cutting-edge AI-driven data annotation techniques to enhance AI systems for major tech companies and various industries. Our core values include a commitment to ethical AI and fostering a diverse and inclusive environment.
Have a child and interested in improving car safety technology? This project is for you!
Your child/children will be sitting in a car and a camera will record their eye movements so the video can help train machine learning algorithms. The recording will not be shown anywhere else except for this purpose. The cars will be provided by Appen and you will accompanied by one of our data collection supervisors during the whole session.
REQUIREMENTS:
- Children from 0-4 years old
- Parents can communicate in English
- Willing to come to our venue in Birmingham, near the Aston rail station
PAYMENT:
- You will be paid up to £60 per child for 60 minutes of activity; Once done with the activity, you will receive a virtual gift card from
https://www.giftpay.co.uk/business/egifts.aspx
- Please note: the incentive amount is in UK Pound Sterling. It is the amount for completing the whole recording session, not per hour.
APPLY HERE, using this form:
https://forms.office.com/r/x6i1bdmADm
If selected, we will send you an email with a calendar to book a session.
If you are interested in work-from-home online jobs, you can apply using the button below ""Apply for this job"" in order to be registered in our platform and be informed about new opportunities before anyone else.",,$60 - $60 one-time
2024-03-26,11:53:49,255850a0-45b7-4d72-a625-0e4cae8b3400,,Data Collection,One-time image collection (Belgium),Remote —,Independent Contractor - Project Based,Belgium,,https://jobs.lever.co/appen/255850a0-45b7-4d72-a625-0e4cae8b3400,"About Appen
Appen, a global AI leader, stands at the forefront with a network of over a million skilled contractors spanning 130 countries. We leverage cutting-edge AI-driven data annotation techniques to enhance AI systems for major tech companies and various industries. Our core values include a commitment to ethical AI and fostering a diverse and inclusive environment.
Interested in contributing to the advancement of AI technology that aims to revolutionize the online retail clothing industry.
- The task takes approximately 30-60 minutes to complete
- Due to project needs, each participant can only participate once.
- Your task involves collection of three key images—front profile, side profile, and selfie—along with 13 body measurements from each participant.
Requirements:
- All participants must be 18 years in age or older.
- Must be located in the country where your Appen account is registered when completing the task.
- Must have a smartphone (Android or iPhone).
- Must have a stable internet connection.
- Must download the Appen mobile app
- Must have a soft, flexible tape measure (not a rigid one).
- Must wear a tight clothing (leggings, lycra, undershirts, fitted tops, etc.)
- Must have a partner to help them in capturing the right measurement and taking the picture properly.
- Both individuals can contribute their measurements, taking turns with capturing photos, as long as they comply with the requirements.
- Payment for a completed individual session will be made to the person with the Appen account.
- Images must clearly show measurements and be of high-quality.
Payment:
- The task pay rate is listed next to the 'Options' button (on our website, Appen Connect)
- To earn the payrate, your session must pass our quality-checking phase according to the instructions provided to you. The payrate shown is the total amount you can earn for all 16 accepted images, not for each image. Unfortunately, due to project requirement each participant needs to have a maximum 16 accepted images for the session to be usable for AI training purposes and be eligible for full payment.",,$35 - $35 one-time
2024-03-26,11:53:49,23e1488b-84b6-4595-a1bb-0ec07949f23b,,Data Collection,One-time image collection (Germany),Remote —,Independent Contractor - Project Based,Germany,,https://jobs.lever.co/appen/23e1488b-84b6-4595-a1bb-0ec07949f23b,"About Appen
Appen, a global AI leader, stands at the forefront with a network of over a million skilled contractors spanning 130 countries. We leverage cutting-edge AI-driven data annotation techniques to enhance AI systems for major tech companies and various industries. Our core values include a commitment to ethical AI and fostering a diverse and inclusive environment.
Interested in contributing to the advancement of AI technology that aims to revolutionize the online retail clothing industry.
- The task takes approximately 30-60 minutes to complete
- Due to project needs, each participant can only participate once.
- Your task involves collection of three key images—front profile, side profile, and selfie—along with 13 body measurements from each participant.
Requirements:
- All participants must be 18 years in age or older.
- Must be located in the country where your Appen account is registered when completing the task.
- Must have a smartphone (Android or iPhone).
- Must have a stable internet connection.
- Must download the Appen mobile app
- Must have a soft, flexible tape measure (not a rigid one).
- Must wear a tight clothing (leggings, lycra, undershirts, fitted tops, etc.)
- Must have a partner to help them in capturing the right measurement and taking the picture properly.
- Both individuals can contribute their measurements, taking turns with capturing photos, as long as they comply with the requirements.
- Payment for a completed individual session will be made to the person with the Appen account.
- Images must clearly show measurements and be of high-quality.
Payment:
- The task pay rate is listed next to the 'Options' button (on our website, Appen Connect)
- To earn the payrate, your session must pass our quality-checking phase according to the instructions provided to you. The payrate shown is the total amount you can earn for all 16 accepted images, not for each image. Unfortunately, due to project requirement each participant needs to have a maximum 16 accepted images for the session to be usable for AI training purposes and be eligible for full payment.",,$35 - $35 one-time
2024-03-26,11:53:49,263ac9e9-a7e8-4e9a-9cc7-ca94447faa19,,Data Collection,One-time image collection (Italy),Remote —,Independent Contractor - Project Based,Italy,,https://jobs.lever.co/appen/263ac9e9-a7e8-4e9a-9cc7-ca94447faa19,"About Appen
Appen, a global AI leader, stands at the forefront with a network of over a million skilled contractors spanning 130 countries. We leverage cutting-edge AI-driven data annotation techniques to enhance AI systems for major tech companies and various industries. Our core values include a commitment to ethical AI and fostering a diverse and inclusive environment.
Interested in contributing to the advancement of AI technology that aims to revolutionize the online retail clothing industry.
- The task takes approximately 30-60 minutes to complete
- Due to project needs, each participant can only participate once.
- Your task involves collection of three key images—front profile, side profile, and selfie—along with 13 body measurements from each participant.
Requirements:
- All participants must be 18 years in age or older.
- Must be located in the country where your Appen account is registered when completing the task.
- Must have a smartphone (Android or iPhone).
- Must have a stable internet connection.
- Must download the Appen mobile app
- Must have a soft, flexible tape measure (not a rigid one).
- Must wear a tight clothing (leggings, lycra, undershirts, fitted tops, etc.)
- Must have a partner to help them in capturing the right measurement and taking the picture properly.
- Both individuals can contribute their measurements, taking turns with capturing photos, as long as they comply with the requirements.
- Payment for a completed individual session will be made to the person with the Appen account.
- Images must clearly show measurements and be of high-quality.
Payment:
- The task pay rate is listed next to the 'Options' button (on our website, Appen Connect)
- To earn the payrate, your session must pass our quality-checking phase according to the instructions provided to you. The payrate shown is the total amount you can earn for all 16 accepted images, not for each image. Unfortunately, due to project requirement each participant needs to have a maximum 16 accepted images for the session to be usable for AI training purposes and be eligible for full payment.",,$15 - $15 one-time
2024-03-26,11:53:49,d781290e-9e29-4f86-9701-acc0fd4131c8,,Data Collection,One-time image collection (Luxembourg),Remote —,Independent Contractor - Project Based,Luxembourg,,https://jobs.lever.co/appen/d781290e-9e29-4f86-9701-acc0fd4131c8,"About Appen
Appen, a global AI leader, stands at the forefront with a network of over a million skilled contractors spanning 130 countries. We leverage cutting-edge AI-driven data annotation techniques to enhance AI systems for major tech companies and various industries. Our core values include a commitment to ethical AI and fostering a diverse and inclusive environment.
Interested in contributing to the advancement of AI technology that aims to revolutionize the online retail clothing industry.
- The task takes approximately 30-60 minutes to complete
- Due to project needs, each participant can only participate once.
- Your task involves collection of three key images—front profile, side profile, and selfie—along with 13 body measurements from each participant.
Requirements:
- All participants must be 18 years in age or older.
- Must be located in the country where your Appen account is registered when completing the task.
- Must have a smartphone (Android or iPhone).
- Must have a stable internet connection.
- Must download the Appen mobile app
- Must have a soft, flexible tape measure (not a rigid one).
- Must wear a tight clothing (leggings, lycra, undershirts, fitted tops, etc.)
- Must have a partner to help them in capturing the right measurement and taking the picture properly.
- Both individuals can contribute their measurements, taking turns with capturing photos, as long as they comply with the requirements.
- Payment for a completed individual session will be made to the person with the Appen account.
- Images must clearly show measurements and be of high-quality.
Payment:
- The task pay rate is listed next to the 'Options' button (on our website, Appen Connect)
- To earn the payrate, your session must pass our quality-checking phase according to the instructions provided to you. The payrate shown is the total amount you can earn for all 16 accepted images, not for each image. Unfortunately, due to project requirement each participant needs to have a maximum 16 accepted images for the session to be usable for AI training purposes and be eligible for full payment.",,$35 - $35 one-time
